zooMS_ID,sample,sd,MDS.Model,sample_name,replicate,layer,Q2E,batch,plate,GA_q2e,spectra_name,file_agg
Bison/Yak,DC5431,0.11251007846270535,0.5804796039082356,DC5431,1,11.2,0.863333333333333,7,B,0.13666666666666705,DC5431_1,Bison_Yak_1.mzML
Bison/Yak,DC5432,0.10012035537906945,0.5276347142845089,DC5432,1,11.2,0.913333333333333,7,B,0.086666666666667,DC5432_1,Bison_Yak_1.mzML
Bison/Yak,DC5434,0.19135492359793224,1.0195410791085104,DC5434,1,11.2,0.69,7,B,0.31000000000000005,DC5434_1,Bison_Yak_1.mzML
Bison/Yak,DC5437,0.10845524555001379,0.9318369523127151,DC5437,1,11.2,0.766666666666667,7,B,0.23333333333333295,DC5437_1,Bison_Yak_1.mzML
Bison/Yak,DC5438,0.08056387315943576,0.7580587010763166,DC5438,1,11.2,0.846666666666667,7,B,0.153333333333333,DC5438_1,Bison_Yak_1.mzML
Bison/Yak,DC5447,0.09932069377926124,1.1360285543984956,DC5447,1,11.2,0.596666666666667,8,C,0.403333333333333,DC5447_1,Bison_Yak_1.mzML
Bison/Yak,DC5448,0.129757163130979,0.8741063694467431,DC5448,1,11.2,0.62,8,C,0.38,DC5448_1,Bison_Yak_1.mzML
Bison/Yak,DC5450,0.1489205234264009,0.8868026901537613,DC5450,1,11.2,0.556666666666667,8,C,0.443333333333333,DC5450_1,Bison_Yak_1.mzML
Bison/Yak,DC5453,0.18751464458569386,0.9430725022080899,DC5453,1,11.2,0.69,8,C,0.31000000000000005,DC5453_1,Bison_Yak_1.mzML
Bison/Yak,DC5454,0.09905943070918347,0.9336334978274718,DC5454,1,11.2,0.803333333333333,8,C,0.196666666666667,DC5454_1,Bison_Yak_1.mzML
Bison/Yak,DC5457,0.13035684328865949,0.7435696243515041,DC5457,1,11.2,0.843333333333333,8,C,0.15666666666666695,DC5457_1,Bison_Yak_1.mzML
Bison/Yak,DC5458,0.1939855631438731,0.6863177331208242,DC5458,1,11.2,0.883333333333333,8,C,0.11666666666666703,DC5458_1,Bison_Yak_1.mzML
Bison/Yak,DC5460,0.09109685446445479,0.9656617701969802,DC5460,1,11.2,0.713333333333333,8,C,0.28666666666666696,DC5460_1,Bison_Yak_1.mzML
Bison/Yak,DC5465,0.10875335570305479,1.3289655106537677,DC5465,1,11.2,0.456666666666667,8,C,0.543333333333333,DC5465_1,Bison_Yak_1.mzML
Bison/Yak,DC5470,0.21189759989543377,0.7437671966336463,DC5470,1,11.2,0.893333333333334,8,C,0.10666666666666602,DC5470_1,Bison_Yak_1.mzML
Bison/Yak,DC5471,0.10038969454658973,0.6406506017512199,DC5471,1,11.2,0.8,8,C,0.19999999999999996,DC5471_1,Bison_Yak_1.mzML
Bison/Yak,DC5479,0.1947603526301566,0.7839084422473656,DC5479,1,11.2,0.773333333333334,8,C,0.22666666666666602,DC5479_1,Bison_Yak_1.mzML
Bison/Yak,DC5481,0.21778935405193828,0.7591508839202894,DC5481,1,11.2,0.913333333333333,8,C,0.086666666666667,DC5481_1,Bison_Yak_1.mzML
Bison/Yak,DC5482,0.19905354990860896,1.0139218826686105,DC5482,1,11.2,0.773333333333334,8,C,0.22666666666666602,DC5482_1,Bison_Yak_1.mzML
