sample_name,replicate,layer,Q2E,zooMS_ID,batch,plate
DC7719,3,15,0.54,Rhinocerotidae,16,11
DC7720,1,15,0.543333333333333,Equidae,16,9
DC7720,2,15,0.543333333333333,Equidae,16,9
DC7720,3,15,0.543333333333333,Equidae,16,9
DC7721,1,15,0.51,Cervidae/Gazella/Saiga,16,9
DC7721,2,15,0.51,Cervidae/Gazella/Saiga,16,9
DC7721,3,15,0.51,Cervidae/Gazella/Saiga,16,9
DC7722,1,15,0.423333333333333,Canidae,16,9
DC7722,2,15,0.423333333333333,Canidae,16,9
DC7722,3,15,0.423333333333333,Canidae,16,9
DC7724,1,15,0.506666666666667,Cervidae/Gazella/Saiga,16,9
DC7724,2,15,0.506666666666667,Cervidae/Gazella/Saiga,16,9
DC7724,3,15,0.506666666666667,Cervidae/Gazella/Saiga,16,9
DC7725,1,15,0.573333333333333,Ovis/Capra,16,9
DC7725,2,15,0.573333333333333,Ovis/Capra,16,9
DC7725,3,15,0.573333333333333,Ovis/Capra,16,9
DC7726,1,15,0.456666666666667,Cervidae/Gazella/Saiga,16,9
DC7726,2,15,0.456666666666667,Cervidae/Gazella/Saiga,16,9
DC7726,3,15,0.456666666666667,Cervidae/Gazella/Saiga,16,9
DC7727,1,15,0.38,Bison/Yak,16,9
DC7727,2,15,0.38,Bison/Yak,16,9
DC7727,3,15,0.38,Bison/Yak,16,9
DC7728,1,15,0.506666666666667,Bison/Yak,16,9
DC7728,2,15,0.506666666666667,Bison/Yak,16,9
DC7728,3,15,0.506666666666667,Bison/Yak,16,9
DC7730,1,15,0.47,Capra,16,9
DC7730,2,15,0.47,Capra,16,9
DC7730,3,15,0.47,Capra,16,9
DC7731,1,15,0.61,Crocuta/Panthera/Mustelidae,16,9
DC7731,2,15,0.61,Crocuta/Panthera/Mustelidae,16,9
DC7731,3,15,0.61,Crocuta/Panthera/Mustelidae,16,9
DC7732,1,15,0.633333333333333,Cervidae/Gazella/Saiga,16,9
DC7732,2,15,0.633333333333333,Cervidae/Gazella/Saiga,16,9
DC7732,3,15,0.633333333333333,Cervidae/Gazella/Saiga,16,9
DC7733,1,15,0.54,Cervidae/Gazella/Saiga,16,9
DC7733,2,15,0.54,Cervidae/Gazella/Saiga,16,9
DC7733,3,15,0.54,Cervidae/Gazella/Saiga,16,9
DC7734,1,15,0.636666666666667,Bison/Yak,16,9
DC7734,2,15,0.636666666666667,Bison/Yak,16,9
DC7734,3,15,0.636666666666667,Bison/Yak,16,9
DC7735,1,15,0.43,Rhinocerotidae,16,9
DC7735,2,15,0.43,Rhinocerotidae,16,9
DC7735,3,15,0.43,Rhinocerotidae,16,9
DC7736,1,15,0.5,Cervidae/Gazella/Saiga,16,9
DC7736,2,15,0.5,Cervidae/Gazella/Saiga,16,9
DC7736,3,15,0.5,Cervidae/Gazella/Saiga,16,9
DC7737,1,15,0.446666666666667,Equidae,16,9
DC7737,2,15,0.446666666666667,Equidae,16,9
DC7737,3,15,0.446666666666667,Equidae,16,9
DC7739,1,15,0.493333333333333,Cervidae/Gazella/Saiga,16,9
DC7739,2,15,0.493333333333333,Cervidae/Gazella/Saiga,16,9
DC7739,3,15,0.493333333333333,Cervidae/Gazella/Saiga,16,9
DC7740,1,15,0.433333333333333,Cervidae/Gazella/Saiga,16,9
DC7740,2,15,0.433333333333333,Cervidae/Gazella/Saiga,16,9
DC7740,3,15,0.433333333333333,Cervidae/Gazella/Saiga,16,9
DC7741,1,15,0.486666666666667,Equidae,16,9
DC7741,2,15,0.486666666666667,Equidae,16,9
DC7741,3,15,0.486666666666667,Equidae,16,9
DC7742,1,15,0.57,Equidae,16,9
DC7742,2,15,0.57,Equidae,16,9
DC7742,3,15,0.57,Equidae,16,9
DC7743,1,15,0.43,Cervidae/Gazella/Saiga,16,9
DC7743,2,15,0.43,Cervidae/Gazella/Saiga,16,9
DC7743,3,15,0.43,Cervidae/Gazella/Saiga,16,9
DC7744,1,15,0.546666666666667,Cervidae/Gazella/Saiga,16,9
DC7744,2,15,0.546666666666667,Cervidae/Gazella/Saiga,16,9
DC7744,3,15,0.546666666666667,Cervidae/Gazella/Saiga,16,9
DC7745,1,15,0.523333333333333,Cervidae/Gazella/Saiga,16,9
DC7745,2,15,0.523333333333333,Cervidae/Gazella/Saiga,16,9
DC7745,3,15,0.523333333333333,Cervidae/Gazella/Saiga,16,9
DC7746,1,15,0.366666666666667,Equidae,16,9
DC7746,2,15,0.366666666666667,Equidae,16,9
DC7746,3,15,0.366666666666667,Equidae,16,9
DC7747,1,15,0.54,Cervidae/Gazella/Saiga,16,9
DC7747,2,15,0.54,Cervidae/Gazella/Saiga,16,9
DC7747,3,15,0.54,Cervidae/Gazella/Saiga,16,9
DC7748,1,15,0.413333333333333,Equidae,16,9
DC7748,2,15,0.413333333333333,Equidae,16,9
DC7748,3,15,0.413333333333333,Equidae,16,9
DC7749,1,15,0.423333333333333,Bison/Yak,16,9
DC7749,2,15,0.423333333333333,Bison/Yak,16,9
DC7749,3,15,0.423333333333333,Bison/Yak,16,9
DC7750,1,15,0.363333333333333,Cervidae/Gazella/Saiga,16,9
DC7750,2,15,0.363333333333333,Cervidae/Gazella/Saiga,16,9
DC7750,3,15,0.363333333333333,Cervidae/Gazella/Saiga,16,9
DC7751,1,15,0.466666666666667,Cervidae/Gazella/Saiga,16,9
DC7751,2,15,0.466666666666667,Cervidae/Gazella/Saiga,16,9
DC7751,3,15,0.466666666666667,Cervidae/Gazella/Saiga,16,9
DC7753,1,15,0.483333333333333,Cervidae/Gazella/Saiga,16,9
DC7753,2,15,0.483333333333333,Cervidae/Gazella/Saiga,16,9
DC7753,3,15,0.483333333333333,Cervidae/Gazella/Saiga,16,9
DC7754,1,15,0.353333333333333,Cervidae/Gazella/Saiga,16,9
DC7754,2,15,0.353333333333333,Cervidae/Gazella/Saiga,16,9
DC7754,3,15,0.353333333333333,Cervidae/Gazella/Saiga,16,9
DC7755,1,15,0.353333333333333,Bison/Yak,16,9
DC7755,2,15,0.353333333333333,Bison/Yak,16,9
DC7755,3,15,0.353333333333333,Bison/Yak,16,9
DC7757,1,15,0.38,Rhinocerotidae,16,9
DC7757,2,15,0.38,Rhinocerotidae,16,9
DC7757,3,15,0.38,Rhinocerotidae,16,9
DC7759,1,15,0.416666666666667,Cervidae/Gazella/Saiga,16,9
DC7759,2,15,0.416666666666667,Cervidae/Gazella/Saiga,16,9
DC7759,3,15,0.416666666666667,Cervidae/Gazella/Saiga,16,9
DC7760,1,15,0.41,Canidae,16,9
DC7760,2,15,0.41,Canidae,16,9
DC7760,3,15,0.41,Canidae,16,9
DC7761,1,15,0.473333333333333,Cervidae/Gazella/Saiga,16,9
DC7761,2,15,0.473333333333333,Cervidae/Gazella/Saiga,16,9
DC7761,3,15,0.473333333333333,Cervidae/Gazella/Saiga,16,9
DC7762,1,15,0.52,Bison/Yak,16,9
DC7762,2,15,0.52,Bison/Yak,16,9
DC7762,3,15,0.52,Bison/Yak,16,9
DC7763,1,15,0.486666666666667,Ovis/Capra,16,9
DC7763,2,15,0.486666666666667,Ovis/Capra,16,9
DC7763,3,15,0.486666666666667,Ovis/Capra,16,9
DC7765,1,15,0.383333333333333,Cervidae/Gazella/Saiga,16,9
DC7765,2,15,0.383333333333333,Cervidae/Gazella/Saiga,16,9
DC7765,3,15,0.383333333333333,Cervidae/Gazella/Saiga,16,9
DC7767,1,15,0.453333333333333,Cervidae/Gazella/Saiga,16,9
DC7767,2,15,0.453333333333333,Cervidae/Gazella/Saiga,16,9
DC7767,3,15,0.453333333333333,Cervidae/Gazella/Saiga,16,9
DC7771,1,15,0.473333333333333,Cervidae/Gazella/Saiga,16,9
DC7771,2,15,0.473333333333333,Cervidae/Gazella/Saiga,16,9
DC7771,3,15,0.473333333333333,Cervidae/Gazella/Saiga,16,9
DC7772,1,15,0.606666666666667,Cervidae/Gazella/Saiga,16,9
DC7772,2,15,0.606666666666667,Cervidae/Gazella/Saiga,16,9
DC7772,3,15,0.606666666666667,Cervidae/Gazella/Saiga,16,9
DC7773,1,15,0.46,Cervidae/Gazella/Saiga,16,9
DC7773,2,15,0.46,Cervidae/Gazella/Saiga,16,9
DC7773,3,15,0.46,Cervidae/Gazella/Saiga,16,9
DC7774,1,15,0.57,Equidae,16,9
DC7774,2,15,0.57,Equidae,16,9
DC7774,3,15,0.57,Equidae,16,9
DC7775,1,15,0.493333333333333,Bison/Yak,16,9
DC7775,2,15,0.493333333333333,Bison/Yak,16,9
DC7775,3,15,0.493333333333333,Bison/Yak,16,9
DC7776,1,15,0.623333333333334,Bison/Yak,16,9
DC7776,2,15,0.623333333333334,Bison/Yak,16,9
DC7776,3,15,0.623333333333334,Bison/Yak,16,9
DC7777,1,15,0.53,Cervidae/Gazella/Saiga,16,9
DC7777,2,15,0.53,Cervidae/Gazella/Saiga,16,9
DC7777,3,15,0.53,Cervidae/Gazella/Saiga,16,9
DC7778,1,15,0.523333333333333,Rhinocerotidae,16,9
DC7778,2,15,0.523333333333333,Rhinocerotidae,16,9
DC7778,3,15,0.523333333333333,Rhinocerotidae,16,9
DC7779,1,15,0.553333333333333,Cervidae/Gazella/Saiga,16,9
DC7779,2,15,0.553333333333333,Cervidae/Gazella/Saiga,16,9
DC7779,3,15,0.553333333333333,Cervidae/Gazella/Saiga,16,9
DC7780,1,15,0.563333333333333,Cervidae/Gazella/Saiga,16,9
DC7780,2,15,0.563333333333333,Cervidae/Gazella/Saiga,16,9
DC7780,3,15,0.563333333333333,Cervidae/Gazella/Saiga,16,9
DC7781,1,15,0.46,Cervidae/Gazella/Saiga,16,9
DC7781,2,15,0.46,Cervidae/Gazella/Saiga,16,9
DC7781,3,15,0.46,Cervidae/Gazella/Saiga,16,9
DC7782,1,15,0.536666666666667,Rhinocerotidae,16,9
DC7782,2,15,0.536666666666667,Rhinocerotidae,16,9
DC7782,3,15,0.536666666666667,Rhinocerotidae,16,9
DC7783,1,15,0.513333333333333,Bison/Yak,16,9
DC7783,2,15,0.513333333333333,Bison/Yak,16,9
DC7783,3,15,0.513333333333333,Bison/Yak,16,9
DC7784,1,15,0.503333333333333,Equidae,16,9
DC7784,2,15,0.503333333333333,Equidae,16,9
DC7784,3,15,0.503333333333333,Equidae,16,9
DC7785,1,15,0.42,Felidae/Ursidae,16,9
DC7785,2,15,0.42,Felidae/Ursidae,16,9
DC7785,3,15,0.42,Felidae/Ursidae,16,9
DC7786,1,15,0.363333333333333,Cervidae/Gazella/Saiga,16,9
DC7786,2,15,0.363333333333333,Cervidae/Gazella/Saiga,16,9
DC7786,3,15,0.363333333333333,Cervidae/Gazella/Saiga,16,9
DC7787,1,15,0.476666666666667,Bison/Yak,16,9
DC7787,2,15,0.476666666666667,Bison/Yak,16,9
DC7787,3,15,0.476666666666667,Bison/Yak,16,9
DC7788,1,15,0.456666666666667,Equidae,16,9
DC7788,2,15,0.456666666666667,Equidae,16,9
DC7788,3,15,0.456666666666667,Equidae,16,9
DC7789,1,15,0.6,Bison/Yak,16,9
DC7789,2,15,0.6,Bison/Yak,16,9
DC7789,3,15,0.6,Bison/Yak,16,9
DC7790,1,15,0.513333333333333,Cervidae/Gazella/Saiga,16,9
DC7790,2,15,0.513333333333333,Cervidae/Gazella/Saiga,16,9
DC7790,3,15,0.513333333333333,Cervidae/Gazella/Saiga,16,9
DC7791,1,15,0.443333333333333,Cervidae/Gazella/Saiga,16,9
DC7791,2,15,0.443333333333333,Cervidae/Gazella/Saiga,16,9
DC7791,3,15,0.443333333333333,Cervidae/Gazella/Saiga,16,9
DC7792,1,15,0.61,Bison/Yak,16,9
DC7792,2,15,0.61,Bison/Yak,16,9
DC7792,3,15,0.61,Bison/Yak,16,9
DC7793,1,15,0.473333333333333,Cervidae/Gazella/Saiga,16,9
DC7793,2,15,0.473333333333333,Cervidae/Gazella/Saiga,16,9
DC7793,3,15,0.473333333333333,Cervidae/Gazella/Saiga,16,9
DC7794,1,15,0.52,Cervidae/Gazella/Saiga,16,9
DC7794,2,15,0.52,Cervidae/Gazella/Saiga,16,9
DC7794,3,15,0.52,Cervidae/Gazella/Saiga,16,9
DC7795,1,15,0.533333333333333,Hominin,16,9
DC7795,2,15,0.533333333333333,Hominin,16,9
DC7795,3,15,0.533333333333333,Hominin,16,9
DC7796,1,15,0.58,Equidae,16,9
DC7796,2,15,0.58,Equidae,16,9
DC7796,3,15,0.58,Equidae,16,9
DC7797,1,15,0.57,Equidae,16,9
DC7797,2,15,0.57,Equidae,16,9
DC7797,3,15,0.57,Equidae,16,9
DC7798,1,15,0.426666666666667,Cervidae/Gazella/Saiga,16,9
DC7798,2,15,0.426666666666667,Cervidae/Gazella/Saiga,16,9
DC7798,3,15,0.426666666666667,Cervidae/Gazella/Saiga,16,9
DC7799,1,15,0.363333333333333,Cervidae/Gazella/Saiga,16,9
DC7799,2,15,0.363333333333333,Cervidae/Gazella/Saiga,16,9
DC7799,3,15,0.363333333333333,Cervidae/Gazella/Saiga,16,9
DC7800,1,11.4,0.75,Capra,16,9
DC7800,2,11.4,0.75,Capra,16,9
DC7800,3,11.4,0.75,Capra,16,9
DC7801,1,11.4,0.713333333333333,Bison/Yak,16,9
DC7801,2,11.4,0.713333333333333,Bison/Yak,16,9
DC7801,3,11.4,0.713333333333333,Bison/Yak,16,9
DC7802,1,11.4,0.796666666666667,Bison/Yak,16,10
DC7802,2,11.4,0.796666666666667,Bison/Yak,16,10
DC7802,3,11.4,0.796666666666667,Bison/Yak,16,10
DC7803,1,11.4,0.71,Equidae,16,10
DC7803,2,11.4,0.71,Equidae,16,10
DC7803,3,11.4,0.71,Equidae,16,10
DC7804,1,11.4,0.733333333333334,Cervidae/Gazella/Saiga,16,10
DC7804,2,11.4,0.733333333333334,Cervidae/Gazella/Saiga,16,10
DC7804,3,11.4,0.733333333333334,Cervidae/Gazella/Saiga,16,10
DC7805,1,11.4,0.696666666666667,Ursidae,16,10
DC7805,2,11.4,0.696666666666667,Ursidae,16,10
DC7805,3,11.4,0.696666666666667,Ursidae,16,10
DC7807,1,11.4,0.663333333333333,Cervidae/Gazella/Saiga,16,10
DC7807,2,11.4,0.663333333333333,Cervidae/Gazella/Saiga,16,10
DC7807,3,11.4,0.663333333333333,Cervidae/Gazella/Saiga,16,10
DC7808,1,11.4,0.556666666666667,Bison/Yak,16,10
DC7808,2,11.4,0.556666666666667,Bison/Yak,16,10
DC7808,3,11.4,0.556666666666667,Bison/Yak,16,10
DC7809,1,11.4,0.563333333333333,Bison/Yak,16,10
DC7809,2,11.4,0.563333333333333,Bison/Yak,16,10
DC7809,3,11.4,0.563333333333333,Bison/Yak,16,10
DC7810,1,11.4,0.736666666666667,Ovis/Capra,16,10
DC7810,2,11.4,0.736666666666667,Ovis/Capra,16,10
DC7810,3,11.4,0.736666666666667,Ovis/Capra,16,10
DC7811,1,11.4,0.63,Equidae,16,10
DC7811,2,11.4,0.63,Equidae,16,10
DC7811,3,11.4,0.63,Equidae,16,10
DC7812,1,11.4,0.6,Bison/Yak,16,10
DC7812,2,11.4,0.6,Bison/Yak,16,10
DC7812,3,11.4,0.6,Bison/Yak,16,10
DC7813,1,11.4,0.776666666666667,Capra,16,10
DC7813,2,11.4,0.776666666666667,Capra,16,10
DC7813,3,11.4,0.776666666666667,Capra,16,10
DC7814,1,11.4,0.66,Bison/Yak,16,10
DC7814,2,11.4,0.66,Bison/Yak,16,10
DC7814,3,11.4,0.66,Bison/Yak,16,10
DC7815,1,11.4,0.58,Cervidae/Gazella/Saiga,16,10
DC7815,2,11.4,0.58,Cervidae/Gazella/Saiga,16,10
DC7815,3,11.4,0.58,Cervidae/Gazella/Saiga,16,10
DC7817,1,11.4,0.776666666666667,Canidae,16,10
DC7817,2,11.4,0.776666666666667,Canidae,16,10
DC7817,3,11.4,0.776666666666667,Canidae,16,10
DC7818,1,11.4,0.756666666666667,Cervidae/Gazella/Saiga,16,10
DC7818,2,11.4,0.756666666666667,Cervidae/Gazella/Saiga,16,10
DC7818,3,11.4,0.756666666666667,Cervidae/Gazella/Saiga,16,10
DC7819,1,11.4,0.766666666666667,Canidae,16,10
DC7819,2,11.4,0.766666666666667,Canidae,16,10
DC7819,3,11.4,0.766666666666667,Canidae,16,10
DC7821,1,11.4,0.773333333333334,Equidae,16,10
DC7821,2,11.4,0.773333333333334,Equidae,16,10
DC7821,3,11.4,0.773333333333334,Equidae,16,10
DC7822,1,11.3,0.556666666666667,Equidae,16,10
DC7822,2,11.3,0.556666666666667,Equidae,16,10
DC7822,3,11.3,0.556666666666667,Equidae,16,10
DC7823,1,11.3,0.513333333333333,Bison/Yak,16,10
DC7823,2,11.3,0.513333333333333,Bison/Yak,16,10
DC7823,3,11.3,0.513333333333333,Bison/Yak,16,10
DC7824,1,11.3,0.656666666666667,Bison/Yak,16,10
DC7824,2,11.3,0.656666666666667,Bison/Yak,16,10
DC7824,3,11.3,0.656666666666667,Bison/Yak,16,10
DC7825,1,11.3,0.58,Crocuta/Panthera,16,10
DC7825,2,11.3,0.58,Crocuta/Panthera,16,10
DC7825,3,11.3,0.58,Crocuta/Panthera,16,10
DC7826,1,11.3,0.743333333333333,Bison/Yak,16,10
DC7826,2,11.3,0.743333333333333,Bison/Yak,16,10
DC7826,3,11.3,0.743333333333333,Bison/Yak,16,10
DC7827,1,11.3,0.536666666666667,Bison/Yak,16,10
DC7827,2,11.3,0.536666666666667,Bison/Yak,16,10
DC7827,3,11.3,0.536666666666667,Bison/Yak,16,10
DC7828,1,11.3,0.546666666666667,Equidae,16,10
DC7828,2,11.3,0.546666666666667,Equidae,16,10
DC7828,3,11.3,0.546666666666667,Equidae,16,10
DC7830,1,11.3,0.49,Bison/Yak,16,10
DC7830,2,11.3,0.49,Bison/Yak,16,10
DC7830,3,11.3,0.49,Bison/Yak,16,10
DC7832,1,11.3,0.58,Crocuta/Panthera,16,10
DC7832,2,11.3,0.58,Crocuta/Panthera,16,10
DC7832,3,11.3,0.58,Crocuta/Panthera,16,10
DC7833,1,9.3,0.57,Bison/Yak,16,10
DC7833,2,9.3,0.57,Bison/Yak,16,10
DC7833,3,9.3,0.57,Bison/Yak,16,10
DC7835,1,9.3,0.436666666666667,Equidae,16,10
DC7835,2,9.3,0.436666666666667,Equidae,16,10
DC7835,3,9.3,0.436666666666667,Equidae,16,10
DC7836,1,9.3,0.406666666666667,Bison/Yak,16,10
DC7836,2,9.3,0.406666666666667,Bison/Yak,16,10
DC7836,3,9.3,0.406666666666667,Bison/Yak,16,10
DC7837,1,9.3,0.613333333333333,Ovis/Capra,16,10
DC7837,2,9.3,0.613333333333333,Ovis/Capra,16,10
DC7837,3,9.3,0.613333333333333,Ovis/Capra,16,10
DC7838,1,9.3,0.446666666666667,Cervidae/Gazella/Saiga,16,10
DC7838,2,9.3,0.446666666666667,Cervidae/Gazella/Saiga,16,10
DC7838,3,9.3,0.446666666666667,Cervidae/Gazella/Saiga,16,10
DC7841,1,9.3,0.483333333333333,Rhinocerotidae,16,10
DC7841,2,9.3,0.483333333333333,Rhinocerotidae,16,10
DC7841,3,9.3,0.483333333333333,Rhinocerotidae,16,10
DC7842,1,9.3,0.373333333333333,Bison/Yak,16,10
DC7842,2,9.3,0.373333333333333,Bison/Yak,16,10
DC7842,3,9.3,0.373333333333333,Bison/Yak,16,10
DC7843,1,9.3,0.706666666666667,Bison/Yak,16,10
DC7843,2,9.3,0.706666666666667,Bison/Yak,16,10
DC7843,3,9.3,0.706666666666667,Bison/Yak,16,10
DC7845,1,9.3,0.723333333333333,Bison/Yak,16,10
DC7845,2,9.3,0.723333333333333,Bison/Yak,16,10
DC7845,3,9.3,0.723333333333333,Bison/Yak,16,10
DC7847,1,9.3,0.15,Bison/Yak,16,10
DC7847,2,9.3,0.15,Bison/Yak,16,10
DC7847,3,9.3,0.15,Bison/Yak,16,10
DC7848,1,9.3,0.936666666666667,Cervidae/Gazella/Saiga,16,10
DC7848,2,9.3,0.936666666666667,Cervidae/Gazella/Saiga,16,10
DC7848,3,9.3,0.936666666666667,Cervidae/Gazella/Saiga,16,10
DC7849,1,9.3,0.55,Equidae,16,10
DC7849,2,9.3,0.55,Equidae,16,10
DC7849,3,9.3,0.55,Equidae,16,10
DC7850,1,9.3,0.333333333333333,Bison/Yak,16,10
DC7850,2,9.3,0.333333333333333,Bison/Yak,16,10
DC7850,3,9.3,0.333333333333333,Bison/Yak,16,10
DC7851,1,9.3,0.803333333333333,Equidae,16,10
DC7851,2,9.3,0.803333333333333,Equidae,16,10
DC7851,3,9.3,0.803333333333333,Equidae,16,10
DC7852,1,9.3,0.583333333333333,Bison/Yak,16,10
DC7852,2,9.3,0.583333333333333,Bison/Yak,16,10
DC7852,3,9.3,0.583333333333333,Bison/Yak,16,10
DC7853,1,9.3,0.553333333333333,Cervidae/Gazella/Saiga,16,10
DC7853,2,9.3,0.553333333333333,Cervidae/Gazella/Saiga,16,10
DC7853,3,9.3,0.553333333333333,Cervidae/Gazella/Saiga,16,10
DC7855,1,9.3,0.546666666666667,Ovis/Capra,16,10
DC7855,2,9.3,0.546666666666667,Ovis/Capra,16,10
DC7855,3,9.3,0.546666666666667,Ovis/Capra,16,10
DC7856,1,9.3,0.52,Cervidae/Gazella/Saiga,16,10
DC7856,2,9.3,0.52,Cervidae/Gazella/Saiga,16,10
DC7856,3,9.3,0.52,Cervidae/Gazella/Saiga,16,10
DC7860,1,9.3,0.593333333333333,Bison/Yak,16,10
DC7860,2,9.3,0.593333333333333,Bison/Yak,16,10
DC7860,3,9.3,0.593333333333333,Bison/Yak,16,10
DC7861,1,9.3,0.426666666666667,Bison/Yak,16,10
DC7861,2,9.3,0.426666666666667,Bison/Yak,16,10
DC7861,3,9.3,0.426666666666667,Bison/Yak,16,10
DC7862,1,9.3,0.776666666666667,Bison/Yak,16,10
DC7862,2,9.3,0.776666666666667,Bison/Yak,16,10
DC7862,3,9.3,0.776666666666667,Bison/Yak,16,10
DC7863,1,9.3,0.483333333333333,Ovis/Capra,16,10
DC7863,2,9.3,0.483333333333333,Ovis/Capra,16,10
DC7863,3,9.3,0.483333333333333,Ovis/Capra,16,10
DC7864,1,9.3,0.473333333333333,Bison/Yak,16,10
DC7864,2,9.3,0.473333333333333,Bison/Yak,16,10
DC7864,3,9.3,0.473333333333333,Bison/Yak,16,10
DC7866,1,9.3,0.593333333333333,Bison/Yak,16,10
DC7866,2,9.3,0.593333333333333,Bison/Yak,16,10
DC7866,3,9.3,0.593333333333333,Bison/Yak,16,10
DC7868,1,9.3,0.76,Ovis/Capra,16,10
DC7868,2,9.3,0.76,Ovis/Capra,16,10
DC7868,3,9.3,0.76,Ovis/Capra,16,10
DC7870,1,9.3,0.49,Bison/Yak,16,10
DC7870,2,9.3,0.49,Bison/Yak,16,10
DC7870,3,9.3,0.49,Bison/Yak,16,10
DC7871,1,9.3,0.726666666666667,Cervidae/Gazella/Saiga,16,10
DC7871,2,9.3,0.726666666666667,Cervidae/Gazella/Saiga,16,10
DC7871,3,9.3,0.726666666666667,Cervidae/Gazella/Saiga,16,10
DC7875,1,9.3,0.296666666666667,Bison/Yak,16,10
DC7875,2,9.3,0.296666666666667,Bison/Yak,16,10
DC7875,3,9.3,0.296666666666667,Bison/Yak,16,10
DC7876,1,9.3,0.363333333333333,Bison/Yak,16,10
DC7876,2,9.3,0.363333333333333,Bison/Yak,16,10
DC7876,3,9.3,0.363333333333333,Bison/Yak,16,10
DC7877,1,9.3,0.813333333333333,Bison/Yak,16,10
DC7877,2,9.3,0.813333333333333,Bison/Yak,16,10
DC7877,3,9.3,0.813333333333333,Bison/Yak,16,10
DC7878,1,9.3,0.59,Crocuta/Panthera,16,10
DC7878,2,9.3,0.59,Crocuta/Panthera,16,10
DC7878,3,9.3,0.59,Crocuta/Panthera,16,10
DC7880,1,9.3,0.57,Cervidae/Gazella/Saiga,16,10
DC7880,2,9.3,0.57,Cervidae/Gazella/Saiga,16,10
DC7880,3,9.3,0.57,Cervidae/Gazella/Saiga,16,10
DC7881,1,9.3,0.61,Cervidae/Gazella/Saiga,16,10
DC7881,2,9.3,0.61,Cervidae/Gazella/Saiga,16,10
DC7881,3,9.3,0.61,Cervidae/Gazella/Saiga,16,10
DC7882,1,9.3,0.36,Capra,16,10
DC7882,2,9.3,0.36,Capra,16,10
DC7882,3,9.3,0.36,Capra,16,10
DC7883,1,9.3,0.526666666666667,Elephantidae,16,10
DC7883,2,9.3,0.526666666666667,Elephantidae,16,10
DC7883,3,9.3,0.526666666666667,Elephantidae,16,10
DC7884,1,9.3,0.453333333333333,Equidae,16,10
DC7884,2,9.3,0.453333333333333,Equidae,16,10
DC7884,3,9.3,0.453333333333333,Equidae,16,10
DC7885,1,9.3,0.673333333333333,Cervidae/Gazella/Saiga,16,10
DC7885,2,9.3,0.673333333333333,Cervidae/Gazella/Saiga,16,10
DC7885,3,9.3,0.673333333333333,Cervidae/Gazella/Saiga,16,10
DC7886,1,9.3,0.54,Cervidae/Gazella/Saiga/Equidae,16,10
DC7886,2,9.3,0.54,Cervidae/Gazella/Saiga/Equidae,16,10
DC7886,3,9.3,0.54,Cervidae/Gazella/Saiga/Equidae,16,10
DC7887,1,9.3,0.36,Rangifer,16,10
DC7887,2,9.3,0.36,Rangifer,16,10
DC7887,3,9.3,0.36,Rangifer,16,10
DC7888,1,9.3,0.966666666666667,Cervidae/Gazella/Saiga,16,10
DC7888,2,9.3,0.966666666666667,Cervidae/Gazella/Saiga,16,10
DC7888,3,9.3,0.966666666666667,Cervidae/Gazella/Saiga,16,10
DC7889,1,9.3,0.443333333333333,Cervidae/Gazella/Saiga,16,10
DC7889,2,9.3,0.443333333333333,Cervidae/Gazella/Saiga,16,10
DC7889,3,9.3,0.443333333333333,Cervidae/Gazella/Saiga,16,10
DC7891,1,9.3,0.626666666666667,Bison/Yak,16,10
DC7891,2,9.3,0.626666666666667,Bison/Yak,16,10
DC7891,3,9.3,0.626666666666667,Bison/Yak,16,10
DC7894,1,9.3,0.56,Bison/Yak,16,1
DC7894,2,9.3,0.56,Bison/Yak,16,1
DC7894,3,9.3,0.56,Bison/Yak,16,1
DC7895,1,9.3,0.83,Bison/Yak,16,1
DC7895,2,9.3,0.83,Bison/Yak,16,1
DC7895,3,9.3,0.83,Bison/Yak,16,1
DC7896,1,9.3,0.56,Cervidae/Gazella/Saiga/Equidae,16,1
DC7896,2,9.3,0.56,Cervidae/Gazella/Saiga/Equidae,16,1
DC7896,3,9.3,0.56,Cervidae/Gazella/Saiga/Equidae,16,1
DC7897,1,9.3,0.583333333333333,Rhinocerotidae,16,1
DC7897,2,9.3,0.583333333333333,Rhinocerotidae,16,1
DC7897,3,9.3,0.583333333333333,Rhinocerotidae,16,1
DC7898,1,9.3,0.563333333333333,Equidae,16,1
DC7898,2,9.3,0.563333333333333,Equidae,16,1
DC7898,3,9.3,0.563333333333333,Equidae,16,1
DC7899,1,9.3,0.59,Bison/Yak,16,1
DC7899,2,9.3,0.59,Bison/Yak,16,1
DC7899,3,9.3,0.59,Bison/Yak,16,1
DC7900,1,9.3,0.64,Bison/Yak,16,1
DC7900,2,9.3,0.64,Bison/Yak,16,1
DC7900,3,9.3,0.64,Bison/Yak,16,1
DC7901,1,9.3,0.386666666666667,Capra/Rangifer,16,1
DC7901,2,9.3,0.386666666666667,Capra/Rangifer,16,1
DC7901,3,9.3,0.386666666666667,Capra/Rangifer,16,1
DC7902,1,9.3,0.596666666666667,Bison/Yak,16,1
DC7902,2,9.3,0.596666666666667,Bison/Yak,16,1
DC7902,3,9.3,0.596666666666667,Bison/Yak,16,1
DC7903,1,9.3,0.583333333333333,Bison/Yak,16,1
DC7903,2,9.3,0.583333333333333,Bison/Yak,16,1
DC7903,3,9.3,0.583333333333333,Bison/Yak,16,1
