zooMS_ID,sample,pep_number,q2e,gamma_0,gamma_1,gamma_2,residual,reliability,sd,MDS.Model
Bison/Yak,DC10510,pep4,0.656429091383758,0.37885469498951535,0.7238425517459008,0,0.06081570337751977,0.9391842966224803,0.10642013410804801,0.90978689234532
Bison/Yak,DC10510,pep7,0.24399232747063038,0.8013729828728905,0.25863343239501596,0,0.1288630495476161,0.8711369504523839,0.10642013410804801,0.90978689234532
Bison/Yak,DC10511,pep1,0.6065131872933448,0.504129765731309,0.7770561582989791,0,0.09896640370513063,0.9010335962948693,0.09809627434186052,1.0200860042841757
Bison/Yak,DC10511,pep2,0.2419994377964575,1.0011489532939182,0.31962705033269134,0,0.02749614501209517,0.9725038549879048,0.09809627434186052,1.0200860042841757
Bison/Yak,DC10511,pep3,0.6479031818411459,0.3999522359703392,0.7359632717633728,0,0.006660372232714732,0.9933396277672852,0.09809627434186052,1.0200860042841757
Bison/Yak,DC10511,pep4,0.6550814740565745,0.38342343680642493,0.7282113637821493,0,0.04937085408212426,0.9506291459178757,0.09809627434186052,1.0200860042841757
Bison/Yak,DC10511,pep7,0.6480095879336906,0.40008140420055793,0.7365444540207987,0,0.1344747511110604,0.8655252488889396,0.09809627434186052,1.0200860042841757
Bison/Yak,DC10513,pep1,0.4049647145421216,0.8545372793720966,0.5815746626525379,0,0.025479133824844798,0.9745208661751552,0.09246037824091867,0.8087323143853571
Bison/Yak,DC10513,pep2,0.22374267128307324,1.011028826262449,0.29141147138160084,0,0.04692441856537585,0.9530755814346241,0.09246037824091867,0.8087323143853571
Bison/Yak,DC10513,pep3,0.4301863884015258,0.6875070971372373,0.5190402424543925,0,0.03862523627886428,0.9613747637211357,0.09246037824091867,0.8087323143853571
Bison/Yak,DC10513,pep4,0.5441112838081886,0.49927919714222585,0.5958985938609589,0,0.069872863199128,0.930127136800872,0.09246037824091867,0.8087323143853571
Bison/Yak,DC10513,pep7,0.48070554538528176,0.6036408345043172,0.5587841233207734,0,0.1482620199170791,0.8517379800829209,0.09246037824091867,0.8087323143853571
Bison/Yak,DC10518,pep1,0.46939390218571075,0.7292821912177695,0.6451501687228365,0,0.023512217545188965,0.976487782454811,0.10412373737448685,1.081401007548962
Bison/Yak,DC10518,pep2,0.35236167929899764,0.8494724474471061,0.4621739148738247,0,0.04962047412215507,0.9503795258778449,0.10412373737448685,1.081401007548962
